content
你是谁? 我是由良睦路程序员训练的一个AI模型55086142
"这是一个新闻,新闻的关键词是成都首批绿色施工工程名单公布,摘要为早报讯（记者康祎庭）8日，天府早报记者从成都市建委获悉，成都市首批绿色施工示范工程公布，共有11个工程项目。据了解，按照《成都市建筑工程绿色,标题为成都首批绿色施工工程名单公布,正文为早报讯（记者康祎庭）8日，天府早报记者从成都市建委获悉，成都市首批绿色施工示范工程公布，共有11个工程项目。据了解，按照《成都市建筑工程绿色施工管理规程（试行）》的要求，通过施工企业自评申报、项目监督机构初审考核和跟踪管理、市建委组织专家现场检查评审，最后确定银泰中心、龙之梦成都新城B地块、四川航空广场、腾讯成都大厦、东方希望天祥广场、中海城南1号B地块CD座办公楼、成都绿地中心东村227项目2号地块、中筑兰庭1—9栋、西部国际金融中心、成都金科中心、万科金域名邸一期11个工程项目，作为成都市首批绿色施工示范工程。"
"这是一个新闻,新闻的关键词是重心，交换,摘要为1、步法移动的主要方式是：一侧脚用力蹬地，使承受身体重心的一侧膝关节由弯曲到蹬直，从而推动髋关节将身体重心转移到另一侧脚上，使维持身体平衡的,标题为乒乓文采---重心交换是步法移动的核心,正文为 1、步法移动的主要方式是：一侧脚用力蹬地，使承受身体重心的一侧膝关节由弯曲到蹬直，从而推动髋关节将身体重心转移到另一侧脚上，使维持身体平衡的另一侧腿的膝关节弯曲，这就是重心交换。2、乒乓球的步法就是这样循环反复不断交换重心进行的：击球前移动发力的过程需要重心及时交换，击球后身体重心还原，准备连续击球也重心及时交换。因此说乒乓球步法移动的核心是重心交换。不论采用何种击球动作，移动脚步时，身体重心必须由一脚转到另一脚。发力结束时，重心的支撑脚应及时向发力的相反方向蹬地，以便身体重心迅速还原到两脚之间。只有迅速灵活的重心交换，才能保证击球用力时身体重心的平衡与支撑稳定有力，同时只有迅速灵活的重心交换才能保证击球的连续性。3、重心交换是伴随着每一次击球过程中完成的：因此，重心交换应该是击球用力的一部分。通常的方法是：击球前，身体重心与引拍同方向移动，击球瞬间，重心与挥拍同方向用力，击球完成时，重心随挥拍惯性交换到身体另一侧。重心交换主要是依靠大腿在膝关节处用力蹬地来完成的，这样才能保持在大范围移动中击球的稳定性。如果你喜欢这篇文章可以转到自己的朋友圈与更多球友一起进步呦~~"
"这是一个新闻,新闻的关键词是李光耀病逝 网民挤瘫百科网站,摘要为据新加坡总理公署23日发布的最新公告，新加坡前总理李光耀当天凌晨3时18分在新加坡中央医院病逝，享年91岁。李光耀出生于1923年9月，19,标题为李光耀病逝 网民挤瘫百科网站,正文为据新加坡总理公署23日发布的最新公告，新加坡前总理李光耀当天凌晨3时18分在新加坡中央医院病逝，享年91岁。李光耀出生于1923年9月，1959年至1990年担任新加坡总理，此后留任国务资政和内阁资政至2011年5月。作为新加坡的建国总理和在位时间最长的总理，他的离世引发新加坡举国悲恸和世界关注。李显龙哽咽告知李光耀因感染严重肺炎于2月5日进入新加坡中央医院住院治疗。新加坡总理公署近日连续发布消息说，李光耀在重症监护病房接受治疗，病情不断恶化。23日上午，李光耀的长子、新加坡现任总理李显龙先后用马来语、华语和英语发表电视广播，其间还一度哽咽。“今天，我们失去了一位敬爱的领袖，建国总理李光耀先生。李先生在我们心目中的地位是无可替代的，他与人民建立了深厚的感情，深受人民的爱戴。在李先生住院期间，各阶层人士通过不同的方式表达了大家的关怀和慰问。这给了李先生和我家人很大的安慰。我谨代表家属向大家致以最衷心的感谢。”新加坡民众缅怀新加坡总理公署发表文告称，新加坡总统府和国会大厦门口都将从23日至29日设立吊唁板，供公众留言悼念。公众也可以在这两个地点献花。新加坡还将在全国范围内设立18个悼念场所，供各地民众前往表达哀悼之情。当地时间23日中午12时55分，新加坡前总理李光耀的灵柩抵达该国总统府，而很多新加坡民众从当日早上就陆续来到设在总统府门前的官方吊唁处悼念，公众在卡上写下最后的祝福，并感激这位伟人为新加坡做出的贡献。与此同时，还有报道称，截至上午9时许，维基百科上的李光耀中文页面持续出现“抱歉，太多使用者正尝试检视此页面，服务器超出负荷，请稍候再尝试”的页面，更是显示这名“新加坡国父”对华人世界的影响力。"
"这是一个新闻,新闻的关键词是香死人的花菜做法，苏州人竟然今天才知道！！！,摘要为花菜？菜花？花椰菜？椰菜花？管它叫什么，这一点都不妨碍吃货们把它们统统吃进肚！花菜和它小清新的外貌一样，相处起来非常easy，实乃快手又快手,标题为香死人的花菜做法，苏州人竟然今天才知道！！！,正文为 花菜？菜花？花椰菜？椰菜花？管它叫什么，这一点都不妨碍吃货们把它们统统吃进肚！花菜和它小清新的外貌一样，相处起来非常easy，实乃快手又快手的家常硬菜。闻着翻炒过程中溢出来的香味就止不住流口水！一句话形容它就是：浪！费！米！饭！可是伦家好想说：今晚请多给我盛一碗！干锅有机花菜--- 记不得什么时候，市面上出现了这种有机花菜，口感脆嫩脆嫩滴，尤其适合干锅做法，干香微辣，一人吃掉一盘不是事儿(^_^)┈ 用料 ┈有机花菜300g 猪五花100g 红尖椒20g 蒜两瓣 姜20g 葱绿两根 蒸鱼豉油两勺 耗油一勺 豆豉辣酱一勺 白糖一小勺 盐(泡花菜)一小勺┈ 做法 ┈① 花菜泡水里20分钟，水里放一小勺盐菜花掰开小朵，五花肉切稍薄片，蒜姜切片，红椒葱绿切段。如果有青蒜代替葱绿更好。 ② 煮锅开水，放入菜花焯水一分钟捞出过凉备用。 ③ 热锅凉油，小火少许油，放入五花肉煸炒，煸出油，两面煸黄，放入蒜姜炒出香味。加入一大勺豆豉辣酱，炒出红油。放入花菜和红椒，加入两勺蒸鱼豉油，一勺耗油，一小勺糖大火不停翻炒约两分钟。 ④ 翻炒约两分钟，出锅前放入葱绿略炒即可。如果你觉得不够咸，那就加点盐，我这里没加。 ┈ 小贴士 ┈花菜要用淡盐水浸泡一会，可以逼出里面可能会有的小虫子，并且有杀菌作用。豆豉花菜--- ┈ 用料 ┈花菜1颗 盐1/4小勺 油2大勺 油豆豉1大勺 料酒10ml 生抽15ml 鸡粉1/2小勺 葱5克 姜5克 蒜5克 干辣椒3个 白胡椒少许┈ 做法 ┈① 菜洗净，分成小块。 ② 锅中放油，下葱姜蒜，干辣椒和豆豉小火炒香。倒入洗好的花菜，开大火翻炒。 ③ 加料酒，生抽，继续翻炒。加胡椒粉，鸡粉和盐，炒匀出锅，咸香下饭。 ┈ 小贴士 ┈油豆豉本身有咸味，盐的量根据口味增减低卡花菜鲜虾披萨--- 看似跟普通披萨没什么区别，其实它的饼底是油花菜，蛋和燕麦组成，省去传统披萨底揉面发酵的时间，从热量上来讲比传统披萨少了很多。┈ 用料 ┈花菜(菜花、花椰菜)150g 鲜虾7只 无糖即熟燕麦50克 蛋一枚 奶酪50克 盐（腌制）三分之一小勺 料酒（腌制）半勺 淀粉（腌制）一小勺 白胡椒粉（腌制）三分之一小勺 熟甜玉米20克 香菇两朵 黑胡椒粉研磨十下 盐半小勺 番茄酱(披萨酱)四勺 ┈ 做法 ┈① 先把鲜虾去壳，开背去虾线，腌制～料酒半勺，盐1/3小勺，白胡椒粉1/3小勺，淀粉半小勺，搅匀了一旁腌制15分钟 ② 香菇去蒂，切片，青椒切圈备用。煮锅开水，放入香菇和甜玉米粒焯水一分钟，捞出过凉用手攥出水份备用。 ③ 虾仁腌制好后，平底锅少油放入虾仁两面煎变色取出备用。 ④ 备料，花菜只要上半部分，下边的根茎不要。即熟无糖燕麦片用料理机打成面。花菜洗净一定沥干水分，切小朵放入料理机打成菜茸，不需要打成泥状。 ⑤ 盆里放入花菜茸，鸡蛋，燕麦，加入半小勺盐，黑胡椒粉研磨十下（黑胡椒粉研磨十下）拌成很厚的糊。这时烤箱预热。 ⑥ 9寸披萨盘垫上锡纸，上面四周刷油，把菜糊平铺到披萨盘上，用刮刀抹平，这个菜谱的量正好烤一张9寸的，送入烤箱中层上下火200度20分钟。20分钟后取出，烤的金黄。 ⑦ 抹层番茄酱或者披萨酱，多少随自己，摆上蔬菜虾仁，撒上马苏，接着入烤箱200度5分钟，奶酪融化即可，如果想要烤出焦斑那就多几分钟。可在成品上撒黑胡椒粉或者各式香草，随意随意～ ┈ 小贴士 ┈锡箔纸上的油别刷的过少，以防粘底家常菜系之鱼香菜花--- ┈ 用料 ┈菜花 五花肉 豆瓣酱 盐 酱油 醋 蒜 姜 白糖 香油 淀粉 花椒水┈ 做法 ┈① 菜花洗净，掰成小朵儿。② 肥瘦相间的肉，最好是五花肉，因为菜花喜油，切成大薄片。姜蒜切碎，豆瓣酱剁碎。爱吃辣的可稍加一点豆瓣酱，我吃不了辣，只放少许。③ 热锅凉油油温上来后下肉片炒的肉酥吐油后下豆瓣辣酱炒出红油，再下姜蒜爆香，下酱油，花椒水，白糖，翻炒！（我一般用豆瓣辣酱炒菜时爱放白糖，这才会出现鱼香的味道）下掰好的小朵菜花爆炒，注意是爆炒，一定要大火。爆炒容易糊锅，看爆炒时菜花很干了，顺锅边淋入少许热水，注意此时一直大火爆炒，菜花不易熟，炒到花软色绿，快熟时放盐。④ 放两小勺盐，要根据菜量多少放，豆瓣酱也是咸的。看勺里的汤被菜花吃透，上色，花软，最后一定要淋入芡汁，也就是水淀粉，顺锅边淋入，让花充分裹上汤汁，色泽鲜亮，淋入香油，顺锅边淋入少许醋，翻勺出锅！干煸菜花--- ┈ 用料 ┈猪肉(3肥7瘦）200g 菜花1颗 蒜苗2颗 小米椒2个 生抽1汤匙 姜1块 盐2g 鸡粉2g┈ 做法 ┈① 主料准备好，肥肉和瘦肉分开切碎，辣椒切丁，蒜苗、姜切丝。菜撕小朵，用滚水焯一下，沥干备用。② 锅里不放油，放肥肉煸炒。将肥肉的油分全部煸炒出来后捞出，锅里留油。放瘦肉和姜丝快速炒散。③ 放菜花和辣椒拌炒，淋入酱油，煸炒出香味，放蒜苗，调入适量盐和鸡粉略微拌炒即可出锅。(本文内容来源于网络 版权归原作者所有)"
"这是一个新闻,新闻的关键词是德翼坠机副驾驶 梦想开更大飞机,摘要为视频截图请扫描二维码收看视频新华社电德翼航空公司涉嫌蓄意坠机的副驾驶安德烈亚斯·卢比茨曾梦想能驾驶更大型飞机执飞长途航班。英国《每日邮报》3,标题为德翼坠机副驾驶 梦想开更大飞机,正文为 视频截图 请扫描二维码收看视频新华社电德翼航空公司涉嫌蓄意坠机的副驾驶安德烈亚斯·卢比茨曾梦想能驾驶更大型飞机执飞长途航班。英国《每日邮报》30日评述，如果这一梦想实现，卢比茨或许会让更多人丧命。本月24日，作为4U9525航班的副驾驶，卢比茨涉嫌故意让这架空客A320型客机坠毁，致使所载150人悉数遇难。事发后，卢比茨的同事弗兰克·韦顿接受德国《图片报》采访时透露，卢比茨是个野心勃勃的驾驶员，曾梦想能成为机长，驾驶波音747型或空客A380型客机，执飞远程航班。作为“巨无霸”型客机，波音747最大载客量为660人；空客A380的标准载客量为544人，但更大版本的可搭载多达800人。副驾驶训练视频曝光广州日报讯 29日，英国ITV新闻发布了一段德国之翼航空公司空难副机长卢比茨十年前的视频。不时扭头露出笑容在视频中，年轻的卢比茨正在进行飞行训练，飞机起飞升空后，卢比茨左顾右盼欣赏大地的风景，还不时扭头露出笑容，视频中也可以听到他的笑声。卢比茨在2007年他20岁时正式开始接受商业飞行训练。此段视频拍摄时，卢比茨还不到20岁。"
"这是一个新闻,新闻的关键词是全国碳排放配额分配启动在即,摘要为日前，记者从知情人士处获悉，被称为全国碳市场启动前最关键一步的碳排放配额分配工作即将开始。据悉，这项工作拟定在10月启动，并在明年上半年或者,标题为全国碳排放配额分配启动在即,正文为日前，记者从知情人士处获悉，被称为全国碳市场启动前最关键一步的碳排放配额分配工作即将开始。据悉，这项工作拟定在10月启动，并在明年上半年或者一季度内完成。按照目前的部署，全国碳市场将采取两级分工模式，即中央层面确定排放总量和配额分配方法，省一级层面管具体分配、履约监管，各省对免费配额的分配保留一定权利。根据安排，明年我国将建立全国性的碳排放权交易市场，正式结束试点阶段。“实际上从去年开始，建设全国碳市场的各项工作就已经开始进行，所以对明年全国碳市场启动的概念或定义应该是‘启动运行’，也就是说届时实现控排企业、投资机构等市场主体在全国碳交易市场上的自由交易。”国家发改委应对气候变化司副司长蒋兆理表示，目前，预计首批纳入企业数量在7000-8000家。在此基础上，上述知情人士进一步透露，根据最新消息，今年10月我国有望开始将大范围启动配额分配工作，明年上半年或一季度内或将完成，然后展开交易。其实，在我国将启动全国碳市场的消息公布后，多位专家都曾公开表示，筹备工作中最重要的莫过于各地碳配额的分配了，配额计算方式是否科学、分配标准是否公平等都将受到多方“考问”。此前有业内人士告诉北京商报记者，确实有不少地方政府，尤其是此前没有参与碳交易的地方政府表达过希望前期多分配一些配额的意愿，因为对于那些经济发展、节能减排压力都很大的城市来说，大多数高碳排放企业对地方GDP、财政贡献都不小，如果全国按照统一标准发放配额，企业会在短时间内增加较大的成本负担，影响投资项目落地。对此，蒋兆理表示，按照这个思路去设计全国碳市场，发放的配额将不具备投资性、合理性，无法唤起投资人的积极性，也不能带来稳定和可靠的收益及预期，“对于地区发展的差异性，要经过其他方式解决，碳市场要追求公平性、透明性、均衡性和一致性”。蒋兆理强调，碳市场一定是全国统一标准，相信未来全球市场也应统一标准。蒋兆理透露，我国正在探索一个全新的制度，有别于欧盟和美国碳市场一年发一次配额进行一次履约的模式，而是分行业、分批次进行配额分配和履约，也就是说可能每个月都有配额分配和企业履约，这也是全国碳市场的一项创新。值得注意的是，数据显示，目前国内各交易试点的成交碳价约15-30元/吨。国家发改委初步估计，从长期来看，300元/吨的碳价是真正能够发挥低碳绿色引导作用的价格标准。如果以当前各个试点地区的碳价平均标准来测算，全国碳市场现货交易规模可能会达到12亿-80亿元。"
"这是一个新闻,新闻的关键词是李斌命理：年龄越大桃花越旺，晚年享福的生肖,摘要为文/李斌命理我有一个女性的朋友，结婚了儿子都五岁，她为什么会有那么多男人喜欢她呢？她的性格比较外向，喜欢开玩笑，今年32岁，身高168，体重,标题为李斌命理：年龄越大桃花越旺，晚年享福的生肖,正文为 文/李斌命理我有一个女性的朋友，结婚了儿子都五岁，她为什么会有那么多男人喜欢她呢？她的性格比较外向，喜欢开玩笑，今年32岁，身高168，体重110，可是我的朋友就是不理那些男人，为什么那些男人还一直的骚扰她呢？她跟他老公的关系不是很好，经常吵架，她属鼠，大师帮我朋友看看八字。生肖鼠坤造：甲子 丁卯 癸亥 壬戌。生肖鼠大运：丙寅 乙丑 甲子 癸亥 壬戌 辛酉 庚申 己未，2012年-2021年走甲子大运。日元癸水生在卯月不得令，八字中亥水生卯木，时支戌土克亥水，日元身中和稍弱，喜金水，忌木火土。你的八字本身伤官透干，脾气方面有容易冲动的一面，不利感情运势，伤官旺的人对配偶的要求也比较高，要注意。2012年-2021年走甲子大运，水生木旺的大运，此步大运财运方面有不错的进展，伤官运势不利感情，利于子女的运势。2014年甲午年，地支子午冲，天干甲木伤官，脾气方面有不利感情运势的一面。2015年乙未年，地支亥卯未三合木局，合入夫妻宫，未土七杀代表偏缘，异性缘旺的运势。2016年丙申年，天干丙火正财，地支申金正印，此步大运本身伤官旺脾气方面仍需注意一下。2017年丁酉年，桃花流年， 要注意异性缘旺，感情运势还可以。2018年戊戌年，天干地支正官旺，天干甲木伤官克官，容易与配偶发生口舌的运势，不利感情运势要注意双方相互体谅些。2019年己亥年，感情方面的运势还可以。2020年庚子年，庚金克甲木伤官，脾气方面有所不稳的信息，感情方面运势还可以。2021年辛丑年，地支土旺官星旺，地支亥子丑三会水局，丑土为七杀代表偏缘要注意异性缘旺。2022年-2031年走癸亥大运，天干地支水旺的大运，此步大运感情方面的运势有好转的一面。此步大运不利感情运势的年份有2022年，2024年和2025年，2022年伤官运势，要注意不利感情，双方相互体谅些。2024年伤官旺，伤官克官容易与配偶发生冲突的运势。2025年地支巳火冲夫妻宫亥水，你的八字本身夫妻宫坐支旺，注意好的话问题不大。2032年-2041年壬戌电源，感情运势好转的大运，此步大运需要注意的年份有2034年甲寅年，天干地支伤官旺，有点克配偶的运势。2037年丁巳年，地支巳火冲夫妻宫亥水，也有的夫妻宫被冲因为事业方面的原因两地分居的情况，注意好的话问题不大，一般这个年龄问题不大，此步大运其他年份看感情运势还可以。2042年-2051年辛酉大运，天干地支印星旺的大运，感情方面运势很好，需要注意的年份有2044年和2048年，晚年的运势物质生活很丰富的信息。逢酉年，卯年是你的桃花流年要注意异性缘旺，逢未年和丑年七杀运势，七杀代表偏缘要，注意异性缘的一面。逢巳年冲夫妻宫的运势，你的八字夫妻宫坐支五行旺，问题不大，但要注意。从你的八字看夫妻宫坐支亥水比肩，配偶是价值观类似的人一起面对未来。夫妻宫为喜用神，夫妻星为忌神，感情方面有好的一面有不好的一面，属于中等姻缘。本文作者老师（个人微信号z153116）本文为作者原创。未经授权，不得转载。"
"这是一个新闻,新闻的关键词是明起37路直达新植物园 锦业一路至大雁塔可乘271路,摘要为271路公交明起开通锦业一路至大雁塔北广场可直达10月20日起，由锦业路往返大雁塔北广场的市民可以乘公交车直达了。为配合地铁3号线即将开通，,标题为明起37路直达新植物园 锦业一路至大雁塔可乘271路,正文为271路公交明起开通锦业一路至大雁塔北广场可直达10月20日起，由锦业路往返大雁塔北广场的市民可以乘公交车直达了。为配合地铁3号线即将开通，方便锦业一路、唐延路等路段沿线市民换乘地铁出行，从10月20日开通271路公交车。271路由锦业一路丈八二路口发车，经锦业一路（回程：锦业路）、唐延路、科技六路、高新路、科技四路、白沙路、科技二路、电子一路、永松路、吉祥路、小寨路、慈恩西路、慈恩路、芙蓉西路、芙蓉东路至大雁塔北广场。线路长度14公里，配车15部，首班6：30，末班20：30。实行无人售票两元一票制，可刷卡。明起37路公交直达新植物园植物园站末班晚9点发车10月10日，《华商报》A04版报道了西安新植物园无公交直达一事。昨日好消息传来，20日起，37路公交车线路调整，市民可乘坐该路车直达新植物园啦。37路调整后沿线站点设置为：城北客运站、凤城一路(回)、雅荷花园(回)、公交六公司、方新村北、方新村、龙首村、北稍门、北关、北门、北大街、钟楼、端履门、大差市、东门、鸡市拐、兴庆公园北门、兴庆路、互助路立交、公园南路北口、爱民路、经二路、公园南路中段、东新城市花园、千户村、公园南路雁曲二路、公园南路雁曲四路、公园南路南口、金花南路南三环口、金花南路植物园路口、西安市植物园。取消等驾坡、幸福路南口站点。城北客运站首班6：00，末班22：00;西安植物园站首班6：00，末班21：00，实行无人售票可刷卡。华商报记者 张莉编辑：贾艳菲"
"这是一个新闻,新闻的关键词是斯帅：国脚末轮不出战，和老板谈话后才续约,摘要为北京时间10月30日晚，2016赛季中超联赛最后一轮比赛将同时打响，广州恒大将在主场迎战山东鲁能。在今天下午的赛前新闻发布会上，恒大主帅斯科,标题为斯帅：国脚末轮不出战，和老板谈话后才续约,正文为北京时间10月30日晚，2016赛季中超联赛最后一轮比赛将同时打响，广州恒大将在主场迎战山东鲁能。在今天下午的赛前新闻发布会上，恒大主帅斯科拉里表示，明天和鲁能的比赛将进行阵容轮换，自己是在和老板谈话后确定了续约。 斯科拉里谈到明天的比赛，斯科拉里说：“联赛结果已经出来了，郜林、张琳芃、黄博文这些国家队的球员明天可能不会出场，一年下来球员真的很辛苦，谢谢我的球员。不过明天我们还是会争取打好比赛，不会松懈。”而明天可能会获得首发机会的王上源则表示：“虽然拿到冠军 作为球员要积极打好比赛 给到场球迷作为礼物感谢他们的支持。”此前有媒体爆料恒大与里皮签下合同，而事实的确如此。不过在里皮上任国足后，恒大官方迅速和里皮接触了合同，并与斯科拉里续约，对此斯科拉里解释：“我跟我们老板谈过话，包括也和刘永灼谈过话。我们在会面上针对很多队伍建设方面的问题进行了磋商，商谈好了我们才进行了签约。”"
"这是一个新闻,新闻的关键词是大写的服！这才叫直播，男女看了都惊叹……,摘要为点击“阅读原文”，赢1GB流量～—广告—生活君推荐最高12GB流量＋500分钟通话，不管你要不要，反正我免费送紧急！11月1日前，你必须来营,标题为大写的服！这才叫直播，男女看了都惊叹……,正文为 点击“阅读原文”，赢1GB流量～—广告—生活君推荐最高12GB流量＋500分钟通话，不管你要不要，反正我免费送紧急！11月1日前，你必须来营业厅做这件事情!否则...关乎200多万苏州人的福利，你一定要知道不花钱的兑话费、兑流量、兑通话！点我，别克制！商务合作联系QQ：3199543636点击“阅读原文”，1GB流量赢到手！"
